code,name,description,refreshed_at,from_date,to_date
APCOTEXIND,Apcotex Industries Limited,Historical prices for Apcotex Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: APCOTEXIND<br><br>ISIN: INE116A01024,2018-12-10 13:38:54,2006-11-01,2018-12-10
APEX,Apex Frozen Foods Limited,Historical prices for Apex Frozen Foods Limited<br><br>National Stock Exchange of India<br><br>Ticker: APEX<br><br>ISIN: INE346W01013,2018-12-10 13:38:54,2017-09-04,2018-12-10
APIL,Alstom Projects India Limited,"Historical prices for Alstom Projects India Limited (APIL), (ISIN: INE878A01011), National Stock Eschange of India.",2017-02-09 18:28:52,2003-05-19,2012-07-10
APLAB,Aplab Limited,"Historical prices for Aplab Limited (APLAB), (ISIN: INE273A01015),  National Stock Exchange of India.",2015-03-09 09:07:40,2010-06-30,2015-01-29
APLAPOLLO,APL Apollo Tubes Limited,Historical prices for APL Apollo Tubes Limited<br><br>National Stock Exchange of India<br><br>Ticker: APLAPOLLO<br><br>ISIN: INE702C01019,2018-12-10 13:38:54,2011-12-14,2018-12-10
APLLTD,Alembic Pharmaceuticals Limited,Historical prices for Alembic Pharmaceuticals Limited<br><br>National Stock Exchange of India<br><br>Ticker: APLLTD<br><br>ISIN: INE901L01018,2018-12-10 13:38:54,2011-09-20,2018-12-10
APOLLO,Apollo Micro Systems Limited,Historical prices for Apollo Micro Systems Limited<br><br>National Stock Exchange of India<br><br>Ticker: APOLLO<br><br>ISIN: INE713T01010,2018-12-10 13:38:54,2018-01-22,2018-12-10
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Historical prices for Apollo Hospitals Enterprise Limited<br><br>National Stock Exchange of India<br><br>Ticker: APOLLOHOSP<br><br>ISIN: INE437A01024,2018-12-10 13:38:54,1998-03-20,2018-12-10
APOLLOTYRE,Apollo Tyres Limited,Historical prices for Apollo Tyres Limited<br><br>National Stock Exchange of India<br><br>Ticker: APOLLOTYRE<br><br>ISIN: INE438A01022,2018-12-10 13:38:54,1998-03-20,2018-12-10
APOLSINHOT,Apollo Sindoori Hotels Limited,Historical prices for Apollo Sindoori Hotels Limited<br><br>National Stock Exchange of India<br><br>Ticker: APOLSINHOT<br><br>ISIN: INE451F01024,2018-12-10 13:38:54,2015-06-22,2018-12-10
APPAPER,The Andhra Pradesh Paper Mills Limited,"Historical prices for The Andhra Pradesh Paper Mills Limited (APPAPER), (ISIN: INE435A01028),  National Stock Exchange of India.",2014-04-20 18:08:09,1998-03-20,2014-01-20
APTECHT,Aptech Limited,Historical prices for Aptech Limited<br><br>National Stock Exchange of India<br><br>Ticker: APTECHT<br><br>ISIN: INE266F01018,2018-12-10 13:38:54,2002-09-27,2018-12-10
AQUA,Aqua Logistics Limited,"Historical prices for Aqua Logistics Limited (AQUA), (ISIN: INE544K01026),  National Stock Exchange of India.",2014-03-11 08:56:10,2010-02-23,2013-12-09
ARCHIDPLY,Archidply Industries Limited,Historical prices for Archidply Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARCHIDPLY<br><br>ISIN: INE877I01016,2018-12-10 13:38:54,2008-07-04,2018-12-10
ARCHIES,Archies Limited,Historical prices for Archies Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARCHIES<br><br>ISIN: INE731A01020,2018-12-10 13:38:54,1998-09-02,2018-12-10
ARCOTECH,Arcotech Limited,Historical prices for Arcotech Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARCOTECH<br><br>ISIN: INE574I01035,2018-12-10 13:38:54,2014-04-16,2018-12-10
ARENTERP,Rajdarshan Industries Limited,Historical prices for Rajdarshan Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARENTERP<br><br>ISIN: INE610C01014,2018-12-10 13:38:54,2017-11-07,2018-12-10
ARIES,Aries Agro Limited,Historical prices for Aries Agro Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARIES<br><br>ISIN: INE298I01015,2018-12-10 13:38:54,2008-01-11,2018-12-10
ARIHANT,Arihant Foundations & Housing Limited,Historical prices for Arihant Foundations & Housing Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARIHANT<br><br>ISIN: INE413D01011,2018-12-10 13:38:54,2006-12-26,2018-12-10
ARIHANTSUP,Arihant Superstructures Limited,Historical prices for Arihant Superstructures Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARIHANTSUP<br><br>ISIN: INE643K01018,2018-12-10 13:38:54,2017-03-28,2018-12-10
ARL,Arvind Remedies Limited,"Historical prices for Arvind Remedies Limited (ARL), (ISIN: INE211C01029),  National Stock Eschange of India.",2014-03-31 18:29:33,2003-01-08,2012-05-11
ARMANFIN,Arman Financial Services Limited,Historical prices for Arman Financial Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARMANFIN<br><br>ISIN: INE109C01017,2018-12-10 13:38:54,2016-06-14,2018-12-10
AROGRANITE,Aro Granite Industries Limited,Historical prices for Aro Granite Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: AROGRANITE<br><br>ISIN: INE210C01013,2018-12-10 13:38:54,2007-04-24,2018-12-10
ARROWCOAT,Arrow Coated Products Limited,Historical prices for Arrow Coated Products Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARROWCOAT<br><br>ISIN: INE570D01018,2016-05-09 13:28:45,2015-05-21,2016-05-09
ARROWGREEN,Arrow Greentech Limited,Historical prices for Arrow Greentech Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARROWGREEN<br><br>ISIN: INE570D01018,2018-12-10 13:38:54,2016-04-21,2018-12-10
ARROWTEX,Arrow Textiles Limited,Historical prices for Arrow Textiles Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARROWTEX<br><br>ISIN: INE933J01015,2018-12-10 13:38:54,2009-05-11,2018-12-10
ARSHIYA,Arshiya Limited,Historical prices for Arshiya Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARSHIYA<br><br>ISIN: INE968D01022,2018-12-10 13:38:54,2009-12-14,2018-12-10
ARSSINFRA,ARSS Infrastructure Projects Limited,Historical prices for ARSS Infrastructure Projects Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARSSINFRA<br><br>ISIN: INE267I01010,2018-12-10 13:38:54,2010-03-03,2018-12-10
ARVIND,Arvind Limited,Historical prices for Arvind Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARVIND<br><br>ISIN: INE034A01011,2018-12-10 13:38:54,2008-07-07,2018-12-10
ARVINDREM,Arvind Remedies Limited,Historical prices for Arvind Remedies Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARVINDREM<br><br>ISIN: INE211C01037,2016-01-11 19:41:07,2012-06-08,2016-01-11
ARVINFRA,Arvind Infrastructure Limited,Historical prices for Arvind Infrastructure Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARVINFRA<br><br>ISIN: INE034S01021,2016-12-02 12:51:52,2015-08-26,2016-12-02
ARVSMART,Arvind SmartSpaces Limited,Historical prices for Arvind SmartSpaces Limited<br><br>National Stock Exchange of India<br><br>Ticker: ARVSMART<br><br>ISIN: INE034S01021,2018-12-10 13:38:54,2016-12-05,2018-12-10
ASAHIINDIA,Asahi India Glass Limited,Historical prices for Asahi India Glass Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASAHIINDIA<br><br>ISIN: INE439A01020,2018-12-10 13:38:54,1998-03-20,2018-12-10
ASAHISONG,Asahi Songwon Colors Limited,Historical prices for Asahi Songwon Colors Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASAHISONG<br><br>ISIN: INE228I01012,2018-12-10 13:38:54,2011-08-29,2018-12-10
ASAL,Automotive Stampings and Assemblies Limited,Historical prices for Automotive Stampings and Assemblies Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASAL<br><br>ISIN: INE900C01027,2018-12-10 13:38:54,2003-10-14,2018-12-10
ASHAPURMIN,Ashapura Minechem Limited,Historical prices for Ashapura Minechem Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASHAPURMIN<br><br>ISIN: INE348A01023,2018-12-10 13:38:54,1998-03-17,2018-12-10
ASHCONIUL,Ashco Niulab Industries Limited,"Historical prices for Ashco Niulab Industries Limited (ASHCONIUL), (ISIN: INE714F01033),  National Stock Exchange of India.",2014-03-31 16:31:38,2010-10-04,2013-09-16
ASHIANA,Ashiana Housing Limited,Historical prices for Ashiana Housing Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASHIANA<br><br>ISIN: INE365D01021,2018-12-10 13:38:54,2011-06-29,2018-12-10
ASHIMASYN,Ashima Limited,Historical prices for Ashima Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASHIMASYN<br><br>ISIN: INE440A01010,2018-12-10 13:38:54,1998-03-20,2018-12-10
ASHOKA,Ashoka Buildcon Limited,Historical prices for Ashoka Buildcon Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASHOKA<br><br>ISIN: INE442H01029,2018-12-10 13:38:54,2010-10-14,2018-12-10
ASHOKLEY,Ashok Leyland Limited,Historical prices for Ashok Leyland Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASHOKLEY<br><br>ISIN: INE208A01029,2018-12-10 13:38:54,1998-03-20,2018-12-10
ASIANHOTNR,Asian Hotels (North) Limited,Historical prices for Asian Hotels (North) Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASIANHOTNR<br><br>ISIN: INE363A01022,2018-12-10 13:38:54,2010-04-07,2018-12-10
ASIANPAINT,Asian Paints Limited,Historical prices for Asian Paints Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASIANPAINT<br><br>ISIN: INE021A01026,2018-12-10 13:38:54,1998-03-20,2018-12-10
ASIANTILES,Asian Granito India Limited,Historical prices for Asian Granito India Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASIANTILES<br><br>ISIN: INE022I01019,2018-12-10 13:38:54,2007-08-23,2018-12-10
ASIL,Amit Spinning Industries Limited,Historical prices for Amit Spinning Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASIL<br><br>ISIN: INE988A01026,2017-07-17 13:18:27,2005-10-17,2017-07-07
ASPINWALL,Aspinwall and Company Limited,Historical prices for Aspinwall and Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASPINWALL<br><br>ISIN: INE991I01015,2018-12-10 13:38:54,2016-12-12,2018-12-10
ASSAMCO,Assam Company India Limited,Historical prices for Assam Company India Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASSAMCO<br><br>ISIN: INE442A01024,2018-12-10 13:38:54,1998-03-20,2018-12-10
ASTEC,Astec LifeSciences Limited,Historical prices for Astec LifeSciences Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTEC<br><br>ISIN: INE563J01010,2018-12-10 13:38:54,2009-11-25,2018-12-10
ASTERDM,Aster DM Healthcare Limited,Historical prices for Aster DM Healthcare Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTERDM<br><br>ISIN: INE914M01019,2018-12-10 13:38:54,2018-02-26,2018-12-10
ASTERSILI,Aster Silicates Limited,"Historical prices for Aster Silicates Limited (ASTERSILI), (ISIN: INE900K01012),  National Stock Exchange of India.",2014-05-01 16:19:31,2010-07-28,2014-01-31
ASTRAL,Astral Poly Technik Limited,Historical prices for Astral Poly Technik Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTRAL<br><br>ISIN: INE006I01046,2018-12-10 13:38:54,2007-03-20,2018-12-10
ASTRAMICRO,Astra Microwave Products Limited,Historical prices for Astra Microwave Products Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTRAMICRO<br><br>ISIN: INE386C01029,2018-12-10 13:38:54,2004-11-01,2018-12-10
ASTRAZEN,AstraZeneca Pharma India Limited,Historical prices for AstraZeneca Pharma India Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTRAZEN<br><br>ISIN: INE203A01020,2018-12-10 13:38:54,2007-04-10,2018-12-10
ASTRON,Astron Paper & Board Mill Limited,Historical prices for Astron Paper & Board Mill Limited<br><br>National Stock Exchange of India<br><br>Ticker: ASTRON<br><br>ISIN: INE646X01014,2018-12-10 13:38:54,2017-12-29,2018-12-10
ATFL,Agro Tech Foods Limited,Historical prices for Agro Tech Foods Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATFL<br><br>ISIN: INE209A01019,2018-12-10 13:38:54,2003-01-01,2018-12-10
ATLANTA,Atlanta Limited,Historical prices for Atlanta Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATLANTA<br><br>ISIN: INE285H01022,2018-12-10 13:38:54,2006-09-25,2018-12-10
ATLASCYCLE,Atlas Cycles (Haryana) Limited,Historical prices for Atlas Cycles (Haryana) Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATLASCYCLE<br><br>ISIN: INE446A01025,2018-12-10 13:38:54,1998-03-20,2018-12-10
ATNINTER,ATN International Limited,Historical prices for ATN International Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATNINTER<br><br>ISIN: INE803A01027,2018-11-05 13:37:03,2006-09-01,2018-11-05
ATUL,Atul Limited,Historical prices for Atul Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATUL<br><br>ISIN: INE100A01010,2018-12-10 13:38:54,2005-03-10,2018-12-10
ATULAUTO,Atul Auto Limited,Historical prices for Atul Auto Limited<br><br>National Stock Exchange of India<br><br>Ticker: ATULAUTO<br><br>ISIN: INE951D01028,2018-12-10 13:38:54,2013-06-26,2018-12-10
AUBANK,AU Small Finance Bank Limited,Historical prices for AU Small Finance Bank Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUBANK<br><br>ISIN: INE949L01017,2018-12-10 13:38:55,2017-07-10,2018-12-10
AURIONPRO,Aurionpro Solutions Limited,Historical prices for Aurionpro Solutions Limited<br><br>National Stock Exchange of India<br><br>Ticker: AURIONPRO<br><br>ISIN: INE132H01018,2018-12-10 13:38:54,2005-10-25,2018-12-10
AUROPHARMA,Aurobindo Pharma Limited,Historical prices for Aurobindo Pharma Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUROPHARMA<br><br>ISIN: INE406A01037,2018-12-10 13:38:54,1998-03-20,2018-12-10
AUSOMENT,Ausom Enterprise Limited,Historical prices for Ausom Enterprise Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUSOMENT<br><br>ISIN: INE218C01016,2018-12-10 13:38:54,2009-12-02,2018-12-10
AUSTRAL,Austral Coke & Projects Limited,Historical prices for Austral Coke & Projects Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUSTRAL<br><br>ISIN: INE455J01027,2018-07-16 14:01:48,2008-09-04,2018-07-16
AUTOAXLES,Automotive Axles Limited,Historical prices for Automotive Axles Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUTOAXLES<br><br>ISIN: INE449A01011,2018-12-10 13:38:54,1998-03-20,2018-12-10
AUTOIND,Autoline Industries Limited,Historical prices for Autoline Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUTOIND<br><br>ISIN: INE718H01014,2018-12-10 13:38:55,2007-01-31,2018-12-10
AUTOLITIND,Autolite (India) Limited,Historical prices for Autolite (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: AUTOLITIND<br><br>ISIN: INE448A01013,2018-12-10 13:38:54,1998-03-20,2018-12-10
AVADHSUGAR,Avadh Sugar & Energy Limited,Historical prices for Avadh Sugar & Energy Limited<br><br>National Stock Exchange of India<br><br>Ticker: AVADHSUGAR<br><br>ISIN: INE349W01017,2018-12-10 13:38:55,2017-07-28,2018-12-10
AVANTI,Avanti Feeds Limited,"Historical prices for Avanti Feeds Limited (AVANTI), (ISIN: INE871C01012),  National Stock Exchange of India.",2015-03-09 10:13:36,2010-01-08,2015-01-29
AVANTIFEED,Avanti Feeds Limited,Historical prices for Avanti Feeds Limited<br><br>National Stock Exchange of India<br><br>Ticker: AVANTIFEED<br><br>ISIN: INE871C01038,2018-12-10 13:38:54,2015-04-15,2018-12-10
AVENTIS,Aventis Pharma Limited,"Historical prices for Aventis Pharma Limited (AVENTIS), (ISIN: INE058A01010),  National Stock Eschange of India.",2017-03-10 21:57:02,2003-05-19,2012-07-10
AVTNPL,AVT Natural Products Limited,Historical prices for AVT Natural Products Limited<br><br>National Stock Exchange of India<br><br>Ticker: AVTNPL<br><br>ISIN: INE488D01021,2018-12-10 13:38:54,2007-01-10,2018-12-10
AXISBANK,Axis Bank Limited,Historical prices for Axis Bank Limited<br><br>National Stock Exchange of India<br><br>Ticker: AXISBANK<br><br>ISIN: INE238A01034,2018-12-10 13:38:54,2007-08-16,2018-12-10
AXISCADES,AXISCADES Engineering Technologies Limited,Historical prices for AXISCADES Engineering Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: AXISCADES<br><br>ISIN: INE555B01013,2018-12-10 13:38:54,2014-10-08,2018-12-10
AXISGOLD,Axis Mutual Fund - Axis Gold ETF,Historical prices for Axis Mutual Fund - Axis Gold ETF<br><br>National Stock Exchange of India<br><br>Ticker: AXISGOLD<br><br>ISIN: INF846K01347,2018-12-10 13:38:54,2010-11-16,2018-12-10
AXIS_ITT,Axis-IT&T Limited,"Historical prices for Axis-IT&T Limited (AXIS-IT%26T), (ISIN: INE555B01013),  National Stock Exchange of India.",2015-01-05 18:27:59,2005-08-16,2014-10-07
AXISNIFTY,AXISAMC - AXISNIFTY,Historical prices for AXISAMC - AXISNIFTY<br><br>National Stock Exchange of India<br><br>Ticker: AXISNIFTY<br><br>ISIN: INF846K01ZL0,2018-12-10 13:38:54,2017-07-10,2018-12-10
AYMSYNTEX,AYM Syntex Limited,Historical prices for AYM Syntex Limited<br><br>National Stock Exchange of India<br><br>Ticker: AYMSYNTEX<br><br>ISIN: INE193B01039,2018-12-10 13:38:55,2016-02-03,2018-12-10
BAFNAPHARM,Bafna Pharmaceuticals Limited,Historical prices for Bafna Pharmaceuticals Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAFNAPHARM<br><br>ISIN: INE878I01014,2018-12-10 13:38:54,2012-11-12,2018-12-10
BAGFILMS,B.A.G Films and Media Limited,Historical prices for B.A.G Films and Media Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAGFILMS<br><br>ISIN: INE116D01028,2018-12-10 13:38:55,2003-10-17,2018-12-10
BAJAJ_AUTO,Bajaj Auto Limited,Historical prices for Bajaj Auto Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJ_AUTO<br><br>ISIN: INE917I01010,2018-12-10 13:38:55,2008-05-26,2018-12-10
BAJAJCORP,Bajaj Corp Limited,Historical prices for Bajaj Corp Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJCORP<br><br>ISIN: INE933K01021,2018-12-10 13:38:55,2010-08-18,2018-12-10
BAJAJELEC,Bajaj Electricals Limited,Historical prices for Bajaj Electricals Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJELEC<br><br>ISIN: INE193E01025,2018-12-10 13:38:55,2007-11-02,2018-12-10
BAJAJFINSV,Bajaj Finserv Limited,Historical prices for Bajaj Finserv Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJFINSV<br><br>ISIN: INE918I01018,2018-12-10 13:38:55,2008-05-26,2018-12-10
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Historical prices for Bajaj Hindusthan Sugar Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJHIND<br><br>ISIN: INE306A01021,2018-12-10 13:38:55,1998-03-19,2018-12-10
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Historical prices for Bajaj Holdings & Investment Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJAJHLDNG<br><br>ISIN: INE118A01012,2018-12-10 13:38:55,2008-03-14,2018-12-10
BAJFINANCE,Bajaj Finance Limited,Historical prices for Bajaj Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: BAJFINANCE<br><br>ISIN: INE296A01024,2018-12-10 13:38:55,2010-09-29,2018-12-10
BALAJITELE,Balaji Telefilms Limited,Historical prices for Balaji Telefilms Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALAJITELE<br><br>ISIN: INE794B01026,2018-12-10 13:38:55,2000-11-22,2018-12-10
BALAMINES,Balaji Amines Limited,Historical prices for Balaji Amines Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALAMINES<br><br>ISIN: INE050E01027,2018-12-10 13:38:55,2007-04-05,2018-12-10
BALAXI,Balaxi Ventures Limited,Historical prices for Balaxi Ventures Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALAXI<br><br>ISIN: INE618N01014,2018-10-15 13:39:38,2017-10-09,2018-10-15
BALKRISHNA,Balkrishna Paper Mills Limited,Historical prices for Balkrishna Paper Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALKRISHNA<br><br>ISIN: INE875R01011,2018-12-10 13:38:55,2016-09-06,2018-12-10
BALKRISIND,Balkrishna Industries Limited,Historical prices for Balkrishna Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALKRISIND<br><br>ISIN: INE787D01026,2018-12-10 13:38:55,1998-03-19,2018-12-10
BALLARPUR,Ballarpur Industries Limited,Historical prices for Ballarpur Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALLARPUR<br><br>ISIN: INE294A01037,2018-12-10 13:38:55,2008-03-31,2018-12-10
BALMLAWRIE,Balmer Lawrie & Company Limited,Historical prices for Balmer Lawrie & Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: BALMLAWRIE<br><br>ISIN: INE164A01016,2018-12-10 13:38:55,1998-03-20,2018-12-10
